Description,Code,Selling,Buying_TT,Buting_Notes,Scrape_time,Buying_Notes
Indian Rupee,INR,0.261813,0.252493,,2025-11-29,0.250956
Japanese Yen,JPY,0.148577,0.145308,,2025-11-29,0.145308
Namibia Dollar,NAD,1.367181,1.318505,,2025-11-29,1.310482
Norwegian Krone,NOK,2.307988,2.222645,,2025-11-29,2.209119
New Zealand Dollar,NZD,13.39463,12.83458,,2025-11-29,12.83458
Swedish Krona,SEK,2.470842,2.382874,,2025-11-29,2.368374
South African Rand,ZAR,1.353943,1.323275,,2025-11-29,1.323275
Euro,EUR,26.839543,26.24395,,2025-11-30,26.24395
Pound Sterling,GBP,30.659525,29.982398,,2025-11-30,29.982398
US Dollar,USD,23.1336,22.7168,,2025-11-30,22.7168
Australian Dollar,AUD,15.302463,14.751122,,2025-11-30,14.661359
Botswana Pula,BWP,1.650335,1.564752,,2025-11-30,1.555231
Canadian Dollar,CAD,16.726688,16.129295,,2025-11-30,16.031145
Swiss Franc,CHF,29.090344,28.055915,,2025-11-30,27.885189
Danish Kroner,DKK,3.629302,3.499326,,2025-11-30,3.478032
Indian Rupee,INR,0.261813,0.252493,,2025-11-30,0.250956
Japanese Yen,JPY,0.148577,0.145308,,2025-11-30,0.145308
Namibia Dollar,NAD,1.367181,1.318505,,2025-11-30,1.310482
Norwegian Krone,NOK,2.307988,2.222645,,2025-11-30,2.209119
New Zealand Dollar,NZD,13.39463,12.83458,,2025-11-30,12.83458
Swedish Krona,SEK,2.470842,2.382874,,2025-11-30,2.368374
South African Rand,ZAR,1.353943,1.323275,,2025-11-30,1.323275
Euro,EUR,26.839543,26.24395,,2025-12-01,26.24395
Pound Sterling,GBP,30.659525,29.982398,,2025-12-01,29.982398
US Dollar,USD,23.1336,22.7168,,2025-12-01,22.7168
Australian Dollar,AUD,15.302463,14.751122,,2025-12-01,14.661359
Botswana Pula,BWP,1.650335,1.564752,,2025-12-01,1.555231
Canadian Dollar,CAD,16.726688,16.129295,,2025-12-01,16.031145
Swiss Franc,CHF,29.090344,28.055915,,2025-12-01,27.885189
Danish Kroner,DKK,3.629302,3.499326,,2025-12-01,3.478032
Indian Rupee,INR,0.261813,0.252493,,2025-12-01,0.250956
Japanese Yen,JPY,0.148577,0.145308,,2025-12-01,0.145308
Namibia Dollar,NAD,1.367181,1.318505,,2025-12-01,1.310482
Norwegian Krone,NOK,2.307988,2.222645,,2025-12-01,2.209119
New Zealand Dollar,NZD,13.39463,12.83458,,2025-12-01,12.83458
Swedish Krona,SEK,2.470842,2.382874,,2025-12-01,2.368374
South African Rand,ZAR,1.353943,1.323275,,2025-12-01,1.323275
Euro,EUR,27.024252,26.426931,,2025-12-02,26.426931
Pound Sterling,GBP,30.785742,30.101373,,2025-12-02,30.101373
US Dollar,USD,23.1588,22.7416,,2025-12-02,22.7416
Australian Dollar,AUD,15.380062,14.825996,,2025-12-02,14.735777
Botswana Pula,BWP,1.656819,1.570982,,2025-12-02,1.561422
Canadian Dollar,CAD,16.785689,16.187375,,2025-12-02,16.088871
Swiss Franc,CHF,29.267516,28.219788,,2025-12-02,28.048065
Danish Kroner,DKK,3.653819,3.524119,,2025-12-02,3.502674
Indian Rupee,INR,0.261715,0.252398,,2025-12-02,0.250863
Japanese Yen,JPY,0.149843,0.146547,,2025-12-02,0.146547
Namibia Dollar,NAD,1.372124,1.323275,,2025-12-02,1.315223
Norwegian Krone,NOK,2.317678,2.235059,,2025-12-02,2.221459
New Zealand Dollar,NZD,13.465464,12.904758,,2025-12-02,12.904758
Swedish Krona,SEK,2.488241,2.399632,,2025-12-02,2.385029
South African Rand,ZAR,1.35899,1.328402,,2025-12-02,1.328402
Euro,EUR,26.990937,26.396677,,2025-12-03,26.396677
Pound Sterling,GBP,30.68683,30.004692,,2025-12-03,30.004692
US Dollar,USD,23.184,22.7664,,2025-12-03,22.7664
Australian Dollar,AUD,15.399144,14.848953,,2025-12-03,14.758594
Botswana Pula,BWP,1.663314,1.572695,,2025-12-03,1.563125
Canadian Dollar,CAD,16.761932,16.164512,,2025-12-03,16.066148
Swiss Franc,CHF,29.168221,28.127657,,2025-12-03,27.956495
Danish Kroner,DKK,3.649715,3.520114,,2025-12-03,3.498693
Indian Rupee,INR,0.260954,0.251665,,2025-12-03,0.250133
Japanese Yen,JPY,0.148948,0.145672,,2025-12-03,0.145672
Namibia Dollar,NAD,1.372974,1.324098,,2025-12-03,1.31604
Norwegian Krone,NOK,2.313769,2.231231,,2025-12-03,2.217654
New Zealand Dollar,NZD,13.449618,12.889592,,2025-12-03,12.889592
Swedish Krona,SEK,2.482041,2.393609,,2025-12-03,2.379043
South African Rand,ZAR,1.359672,1.329267,,2025-12-03,1.329267
Euro,EUR,27.102441,26.505735,,2025-12-04,26.505735
Pound Sterling,GBP,30.900546,30.213721,,2025-12-04,30.213721
US Dollar,USD,23.184,22.7664,,2025-12-04,22.7664
Australian Dollar,AUD,15.464832,14.912313,,2025-12-04,14.821569
Botswana Pula,BWP,1.660968,1.574958,,2025-12-04,1.565374
Canadian Dollar,CAD,16.824441,16.223616,,2025-12-04,16.124893
Swiss Franc,CHF,29.325,28.275272,,2025-12-04,28.103211
Danish Kroner,DKK,3.66511,3.534299,,2025-12-04,3.512792
Indian Rupee,INR,0.260253,0.250989,,2025-12-04,0.249462
Japanese Yen,JPY,0.149408,0.146122,,2025-12-04,0.146122
Namibia Dollar,NAD,1.373987,1.325075,,2025-12-04,1.317012
Norwegian Krone,NOK,2.327612,2.244644,,2025-12-04,2.230984
New Zealand Dollar,NZD,13.487154,12.925578,,2025-12-04,12.925578
Swedish Krona,SEK,2.497551,2.408615,,2025-12-04,2.393958
South African Rand,ZAR,1.360867,1.330045,,2025-12-04,1.330045
Euro,EUR,27.102441,26.505735,,2025-12-05,26.505735
Pound Sterling,GBP,31.009727,30.320507,,2025-12-05,30.320507
US Dollar,USD,23.184,22.7664,,2025-12-05,22.7664
Australian Dollar,AUD,15.509406,14.955308,,2025-12-05,14.864302
Botswana Pula,BWP,1.66566,1.57722,,2025-12-05,1.567623
Canadian Dollar,CAD,16.797938,16.199227,,2025-12-05,16.100652
Swiss Franc,CHF,29.310345,28.261147,,2025-12-05,28.089172
Danish Kroner,DKK,3.66511,3.534354,,2025-12-05,3.512847
Indian Rupee,INR,0.261047,0.251755,,2025-12-05,0.250223
Japanese Yen,JPY,0.150133,0.14683,,2025-12-05,0.14683
Namibia Dollar,NAD,1.380951,1.331782,,2025-12-05,1.323677
Norwegian Krone,NOK,2.32436,2.241531,,2025-12-05,2.22789
New Zealand Dollar,NZD,13.531728,12.968311,,2025-12-05,12.968311
Swedish Krona,SEK,2.495904,2.407001,,2025-12-05,2.392354
South African Rand,ZAR,1.367677,1.33709,,2025-12-05,1.33709
Euro,EUR,27.244124,26.644672,,2025-12-06,26.644672
Pound Sterling,GBP,31.221317,30.527828,,2025-12-06,30.527828
US Dollar,USD,23.3352,22.9152,,2025-12-06,22.9152
Australian Dollar,AUD,15.683755,15.121385,,2025-12-06,15.029368
Botswana Pula,BWP,1.68833,1.594362,,2025-12-06,1.58466
Canadian Dollar,CAD,17.004897,16.39784,,2025-12-06,16.298056
Swiss Franc,CHF,29.394996,28.343206,,2025-12-06,28.170732
Danish Kroner,DKK,3.684178,3.553403,,2025-12-06,3.53178
Indian Rupee,INR,0.262615,0.253273,,2025-12-06,0.251732
Japanese Yen,JPY,0.150693,0.14738,,2025-12-06,0.14738
Namibia Dollar,NAD,1.3942,1.344577,,2025-12-06,1.336395
Norwegian Krone,NOK,2.3417,2.255734,,2025-12-06,2.242008
New Zealand Dollar,NZD,13.650675,13.080236,,2025-12-06,13.080236
Swedish Krona,SEK,2.510312,2.420879,,2025-12-06,2.406148
South African Rand,ZAR,1.380661,1.349801,,2025-12-06,1.349801
Euro,EUR,27.244124,26.644672,,2025-12-07,26.644672
Pound Sterling,GBP,31.221317,30.527828,,2025-12-07,30.527828
US Dollar,USD,23.3352,22.9152,,2025-12-07,22.9152
Australian Dollar,AUD,15.683755,15.121385,,2025-12-07,15.029368
Botswana Pula,BWP,1.68833,1.594362,,2025-12-07,1.58466
Canadian Dollar,CAD,17.004897,16.39784,,2025-12-07,16.298056
Swiss Franc,CHF,29.394996,28.343206,,2025-12-07,28.170732
Danish Kroner,DKK,3.684178,3.553403,,2025-12-07,3.53178
Indian Rupee,INR,0.262615,0.253273,,2025-12-07,0.251732
Japanese Yen,JPY,0.150693,0.14738,,2025-12-07,0.14738
Namibia Dollar,NAD,1.3942,1.344577,,2025-12-07,1.336395
Norwegian Krone,NOK,2.3417,2.255734,,2025-12-07,2.242008
New Zealand Dollar,NZD,13.650675,13.080236,,2025-12-07,13.080236
Swedish Krona,SEK,2.510312,2.420879,,2025-12-07,2.406148
South African Rand,ZAR,1.380661,1.349801,,2025-12-07,1.349801
Euro,EUR,27.244124,26.644672,,2025-12-08,26.644672
Pound Sterling,GBP,31.221317,30.527828,,2025-12-08,30.527828
US Dollar,USD,23.3352,22.9152,,2025-12-08,22.9152
Australian Dollar,AUD,15.683755,15.121385,,2025-12-08,15.029368
Botswana Pula,BWP,1.68833,1.594362,,2025-12-08,1.58466
Canadian Dollar,CAD,17.004897,16.39784,,2025-12-08,16.298056
Swiss Franc,CHF,29.394996,28.343206,,2025-12-08,28.170732
Danish Kroner,DKK,3.684178,3.553403,,2025-12-08,3.53178
Indian Rupee,INR,0.262615,0.253273,,2025-12-08,0.251732
Japanese Yen,JPY,0.150693,0.14738,,2025-12-08,0.14738
Namibia Dollar,NAD,1.3942,1.344577,,2025-12-08,1.336395
Norwegian Krone,NOK,2.3417,2.255734,,2025-12-08,2.242008
New Zealand Dollar,NZD,13.650675,13.080236,,2025-12-08,13.080236
Swedish Krona,SEK,2.510312,2.420879,,2025-12-08,2.406148
South African Rand,ZAR,1.380661,1.349801,,2025-12-08,1.349801
Euro,EUR,27.180615,26.582436,,2025-12-09,26.582436
Pound Sterling,GBP,31.088558,30.39101,,2025-12-09,30.39101
US Dollar,USD,23.2848,22.8656,,2025-12-09,22.8656
Australian Dollar,AUD,15.640456,15.077291,,2025-12-09,14.985543
Botswana Pula,BWP,1.654052,1.590911,,2025-12-09,1.58123
Canadian Dollar,CAD,17.059079,16.451176,,2025-12-09,16.351068
Swiss Franc,CHF,29.251397,28.204641,,2025-12-09,28.033011
Danish Kroner,DKK,3.675303,3.544716,,2025-12-09,3.523146
Indian Rupee,INR,0.261661,0.252349,,2025-12-09,0.250813
Japanese Yen,JPY,0.149933,0.146608,,2025-12-09,0.146608
Namibia Dollar,NAD,1.38895,1.339508,,2025-12-09,1.331357
Norwegian Krone,NOK,2.329389,2.246424,,2025-12-09,2.232755
New Zealand Dollar,NZD,13.635329,13.063219,,2025-12-09,13.063219
Swedish Krona,SEK,2.506756,2.417541,,2025-12-09,2.40283
South African Rand,ZAR,1.375446,1.344498,,2025-12-09,1.344498
Euro,EUR,27.204375,26.605795,,2025-12-10,26.605795
Pound Sterling,GBP,31.134805,30.443213,,2025-12-10,30.443213
US Dollar,USD,23.3352,22.9152,,2025-12-10,22.9152
Australian Dollar,AUD,15.676671,15.116829,,2025-12-10,15.024841
Botswana Pula,BWP,1.912653,1.585251,,2025-12-10,1.575605
Canadian Dollar,CAD,17.063882,16.455892,,2025-12-10,16.355755
Swiss Franc,CHF,29.296526,28.248295,,2025-12-10,28.076398
Danish Kroner,DKK,3.678152,3.547702,,2025-12-10,3.526113
Indian Rupee,INR,0.262764,0.253414,,2025-12-10,0.251872
Japanese Yen,JPY,0.149546,0.146259,,2025-12-10,0.146259
Namibia Dollar,NAD,1.381677,1.33251,,2025-12-10,1.324402
Norwegian Krone,NOK,2.332286,2.249119,,2025-12-10,2.235432
New Zealand Dollar,NZD,13.664843,13.093819,,2025-12-10,13.093819
Swedish Krona,SEK,2.522325,2.432462,,2025-12-10,2.41766
South African Rand,ZAR,1.368339,1.337564,,2025-12-10,1.337564
Euro,EUR,27.338327,26.734752,,2025-12-11,26.734752
Pound Sterling,GBP,31.311566,30.609454,,2025-12-11,30.609454
US Dollar,USD,23.436,23.0144,,2025-12-11,23.0144
Australian Dollar,AUD,15.753875,15.19142,,2025-12-11,15.098978
Botswana Pula,BWP,1.693251,1.598977,,2025-12-11,1.589246
Canadian Dollar,CAD,17.130165,16.522355,,2025-12-11,16.421813
Swiss Franc,CHF,29.53668,28.47299,,2025-12-11,28.299726
Danish Kroner,DKK,3.696171,3.564726,,2025-12-11,3.543034
Indian Rupee,INR,0.263872,0.254486,,2025-12-11,0.252937
Japanese Yen,JPY,0.149981,0.146685,,2025-12-11,0.146685
Namibia Dollar,NAD,1.393877,1.34428,,2025-12-11,1.336099
Norwegian Krone,NOK,2.338827,2.252405,,2025-12-11,2.238699
New Zealand Dollar,NZD,13.712013,13.143682,,2025-12-11,13.143682
Swedish Krona,SEK,2.542019,2.451606,,2025-12-11,2.436688
South African Rand,ZAR,1.380309,1.349273,,2025-12-11,1.349273
Euro,EUR,27.324323,26.720595,,2025-12-12,26.720595
Pound Sterling,GBP,31.230791,30.536847,,2025-12-12,30.536847
US Dollar,USD,23.2344,22.816,,2025-12-12,22.816
Australian Dollar,AUD,15.672433,15.112619,,2025-12-12,15.020656
Botswana Pula,BWP,1.683388,1.589728,,2025-12-12,1.580054
Canadian Dollar,CAD,17.059208,16.451215,,2025-12-12,16.351106
Swiss Franc,CHF,29.569865,28.511441,,2025-12-12,28.337943
Danish Kroner,DKK,3.694143,3.56309,,2025-12-12,3.541408
Indian Rupee,INR,0.26051,0.251238,,2025-12-12,0.249709
Japanese Yen,JPY,0.150013,0.146714,,2025-12-12,0.146714
Namibia Dollar,NAD,1.390443,1.340949,,2025-12-12,1.332789
Norwegian Krone,NOK,2.331007,2.247862,,2025-12-12,2.234183
New Zealand Dollar,NZD,13.697509,13.127296,,2025-12-12,13.127296
Swedish Krona,SEK,2.542224,2.451782,,2025-12-12,2.436862
South African Rand,ZAR,1.37673,1.345745,,2025-12-12,1.345745
Euro,EUR,27.298714,26.697825,,2025-12-13,26.697825
Pound Sterling,GBP,31.126029,30.434382,,2025-12-13,30.434382
US Dollar,USD,23.2344,22.816,,2025-12-13,22.816
Australian Dollar,AUD,15.66773,15.108084,,2025-12-13,15.016148
Botswana Pula,BWP,1.920849,1.591996,,2025-12-13,1.582308
Canadian Dollar,CAD,17.086483,16.479907,,2025-12-13,16.379624
Swiss Franc,CHF,29.536432,28.482793,,2025-12-13,28.30947
Danish Kroner,DKK,3.691127,3.559455,,2025-12-13,3.537795
Indian Rupee,INR,0.259566,0.250334,,2025-12-13,0.248811
Japanese Yen,JPY,0.149167,0.145887,,2025-12-13,0.145887
Namibia Dollar,NAD,1.395237,1.345572,,2025-12-13,1.337384
Norwegian Krone,NOK,2.322946,2.240046,,2025-12-13,2.226415
New Zealand Dollar,NZD,13.659891,13.088978,,2025-12-13,13.088978
Swedish Krona,SEK,2.532531,2.442434,,2025-12-13,2.427571
South African Rand,ZAR,1.382042,1.350734,,2025-12-13,1.350734
Euro,EUR,27.298714,26.697825,,2025-12-14,26.697825
Pound Sterling,GBP,31.126029,30.434382,,2025-12-14,30.434382
US Dollar,USD,23.2344,22.816,,2025-12-14,22.816
Australian Dollar,AUD,15.66773,15.108084,,2025-12-14,15.016148
Botswana Pula,BWP,1.920849,1.591996,,2025-12-14,1.582308
Canadian Dollar,CAD,17.086483,16.479907,,2025-12-14,16.379624
Swiss Franc,CHF,29.536432,28.482793,,2025-12-14,28.30947
Danish Kroner,DKK,3.691127,3.559455,,2025-12-14,3.537795
Indian Rupee,INR,0.259566,0.250334,,2025-12-14,0.248811
Japanese Yen,JPY,0.149167,0.145887,,2025-12-14,0.145887
Namibia Dollar,NAD,1.395237,1.345572,,2025-12-14,1.337384
Norwegian Krone,NOK,2.322946,2.240046,,2025-12-14,2.226415
New Zealand Dollar,NZD,13.659891,13.088978,,2025-12-14,13.088978
Swedish Krona,SEK,2.532531,2.442434,,2025-12-14,2.427571
South African Rand,ZAR,1.382042,1.350734,,2025-12-14,1.350734
Euro,EUR,27.298714,26.697825,,2025-12-15,26.697825
Pound Sterling,GBP,31.126029,30.434382,,2025-12-15,30.434382
US Dollar,USD,23.2344,22.816,,2025-12-15,22.816
Australian Dollar,AUD,15.66773,15.108084,,2025-12-15,15.016148
Botswana Pula,BWP,1.920849,1.591996,,2025-12-15,1.582308
Canadian Dollar,CAD,17.086483,16.479907,,2025-12-15,16.379624
Swiss Franc,CHF,29.536432,28.482793,,2025-12-15,28.30947
Danish Kroner,DKK,3.691127,3.559455,,2025-12-15,3.537795
Indian Rupee,INR,0.259566,0.250334,,2025-12-15,0.248811
Japanese Yen,JPY,0.149167,0.145887,,2025-12-15,0.145887
Namibia Dollar,NAD,1.395237,1.345572,,2025-12-15,1.337384
Norwegian Krone,NOK,2.322946,2.240046,,2025-12-15,2.226415
New Zealand Dollar,NZD,13.659891,13.088978,,2025-12-15,13.088978
Swedish Krona,SEK,2.532531,2.442434,,2025-12-15,2.427571
South African Rand,ZAR,1.382042,1.350734,,2025-12-15,1.350734
Euro,EUR,27.523227,26.915486,,2025-12-16,26.915486
Pound Sterling,GBP,31.366075,30.669537,,2025-12-16,30.669537
US Dollar,USD,23.3856,22.9648,,2025-12-16,22.9648
Australian Dollar,AUD,15.734194,15.172376,,2025-12-16,15.080049
Botswana Pula,BWP,1.68961,1.602378,,2025-12-16,1.592627
Canadian Dollar,CAD,17.18893,16.574136,,2025-12-16,16.473279
Swiss Franc,CHF,29.724909,28.654155,,2025-12-16,28.479789
Danish Kroner,DKK,3.720579,3.588414,,2025-12-16,3.566578
Indian Rupee,INR,0.260789,0.251511,,2025-12-16,0.249981
Japanese Yen,JPY,0.151009,0.147661,,2025-12-16,0.147661
Namibia Dollar,NAD,1.409352,1.359202,,2025-12-16,1.350931
Norwegian Krone,NOK,2.334879,2.248591,,2025-12-16,2.234908
New Zealand Dollar,NZD,13.703822,13.133504,,2025-12-16,13.133504
Swedish Krona,SEK,2.542548,2.452078,,2025-12-16,2.437156
South African Rand,ZAR,1.3958,1.3644,,2025-12-16,1.3644
Euro,EUR,27.417445,26.813952,,2025-12-17,26.813952
Pound Sterling,GBP,31.242431,30.555063,,2025-12-17,30.555063
US Dollar,USD,23.2344,22.816,,2025-12-17,22.816
Australian Dollar,AUD,15.625411,15.067263,,2025-12-17,14.975576
Botswana Pula,BWP,1.927902,1.596531,,2025-12-17,1.586816
Canadian Dollar,CAD,17.103885,16.493091,,2025-12-17,16.392727
Swiss Franc,CHF,29.584749,28.532964,,2025-12-17,28.359336
Danish Kroner,DKK,3.706255,3.574378,,2025-12-17,3.552627
Indian Rupee,INR,0.25857,0.249368,,2025-12-17,0.24785
Japanese Yen,JPY,0.150469,0.14716,,2025-12-17,0.14716
Namibia Dollar,NAD,1.398233,1.348316,,2025-12-17,1.340111
Norwegian Krone,NOK,2.311822,2.229497,,2025-12-17,2.21593
New Zealand Dollar,NZD,13.619922,13.05066,,2025-12-17,13.05066
Swedish Krona,SEK,2.532585,2.442408,,2025-12-17,2.427545
South African Rand,ZAR,1.389259,1.357782,,2025-12-17,1.357782
Euro,EUR,27.201143,26.599884,,2025-12-18,26.599884
Pound Sterling,GBP,30.97013,30.288456,,2025-12-18,30.288456
US Dollar,USD,23.1336,22.7168,,2025-12-18,22.7168
Australian Dollar,AUD,15.510803,14.956595,,2025-12-18,14.865581
Botswana Pula,BWP,1.676084,1.58959,,2025-12-18,1.579917
Canadian Dollar,CAD,16.995063,16.389199,,2025-12-18,16.289468
Swiss Franc,CHF,29.430475,28.376775,,2025-12-18,28.204097
Danish Kroner,DKK,3.676325,3.545871,,2025-12-18,3.524294
Indian Rupee,INR,0.259064,0.249841,,2025-12-18,0.248321
Japanese Yen,JPY,0.149189,0.145907,,2025-12-18,0.145907
Namibia Dollar,NAD,1.401946,1.352019,,2025-12-18,1.343792
Norwegian Krone,NOK,2.292618,2.211022,,2025-12-18,2.197568
New Zealand Dollar,NZD,13.537425,12.97372,,2025-12-18,12.97372
Swedish Krona,SEK,2.513205,2.423697,,2025-12-18,2.408948
South African Rand,ZAR,1.388202,1.357139,,2025-12-18,1.357139
Euro,EUR,27.003158,26.405775,,2025-12-19,26.405775
Pound Sterling,GBP,30.872569,30.192476,,2025-12-19,30.192476
US Dollar,USD,22.932,22.5184,,2025-12-19,22.5184
Australian Dollar,AUD,15.380274,14.832684,,2025-12-19,14.742424
Botswana Pula,BWP,1.663799,1.575707,,2025-12-19,1.566118
Canadian Dollar,CAD,16.850628,16.251961,,2025-12-19,16.153064
Swiss Franc,CHF,29.243856,28.196271,,2025-12-19,28.024691
Danish Kroner,DKK,3.649847,3.52021,,2025-12-19,3.498789
Indian Rupee,INR,0.25725,0.248088,,2025-12-19,0.246578
Japanese Yen,JPY,0.147775,0.144521,,2025-12-19,0.144521
Namibia Dollar,NAD,1.384035,1.334721,,2025-12-19,1.326599
Norwegian Krone,NOK,2.285937,2.204404,,2025-12-19,2.19099
New Zealand Dollar,NZD,13.428734,12.867086,,2025-12-19,12.867086
Swedish Krona,SEK,2.502426,2.413201,,2025-12-19,2.398516
South African Rand,ZAR,1.370768,1.339672,,2025-12-19,1.339672
Euro,EUR,26.581316,25.99249,,2025-12-20,25.99249
Pound Sterling,GBP,30.327144,29.658182,,2025-12-20,29.658182
US Dollar,USD,22.6296,22.2208,,2025-12-20,22.2208
Australian Dollar,AUD,15.143109,14.603528,,2025-12-20,14.514662
Botswana Pula,BWP,1.644148,1.554883,,2025-12-20,1.545421
Canadian Dollar,CAD,16.618768,16.025541,,2025-12-20,15.928022
Swiss Franc,CHF,28.811022,27.78513,,2025-12-20,27.616052
Danish Kroner,DKK,3.592676,3.464914,,2025-12-20,3.443829
Indian Rupee,INR,0.255393,0.246288,,2025-12-20,0.24479
Japanese Yen,JPY,0.144167,0.140961,,2025-12-20,0.140961
Namibia Dollar,NAD,1.364579,1.315928,,2025-12-20,1.30792
Norwegian Krone,NOK,2.254038,2.173602,,2025-12-20,2.160375
New Zealand Dollar,NZD,13.160055,12.613619,,2025-12-20,12.613619
Swedish Krona,SEK,2.46345,2.37552,,2025-12-20,2.361065
South African Rand,ZAR,1.351886,1.321573,,2025-12-20,1.321573
Euro,EUR,26.581316,25.99249,,2025-12-21,25.99249
Pound Sterling,GBP,30.327144,29.658182,,2025-12-21,29.658182
US Dollar,USD,22.6296,22.2208,,2025-12-21,22.2208
Australian Dollar,AUD,15.143109,14.603528,,2025-12-21,14.514662
Botswana Pula,BWP,1.644148,1.554883,,2025-12-21,1.545421
Canadian Dollar,CAD,16.618768,16.025541,,2025-12-21,15.928022
Swiss Franc,CHF,28.811022,27.78513,,2025-12-21,27.616052
Danish Kroner,DKK,3.592676,3.464914,,2025-12-21,3.443829
Indian Rupee,INR,0.255393,0.246288,,2025-12-21,0.24479
Japanese Yen,JPY,0.144167,0.140961,,2025-12-21,0.140961
Namibia Dollar,NAD,1.364579,1.315928,,2025-12-21,1.30792
Norwegian Krone,NOK,2.254038,2.173602,,2025-12-21,2.160375
New Zealand Dollar,NZD,13.160055,12.613619,,2025-12-21,12.613619
Swedish Krona,SEK,2.46345,2.37552,,2025-12-21,2.361065
South African Rand,ZAR,1.351886,1.321573,,2025-12-21,1.321573
Euro,EUR,26.581316,25.99249,,2025-12-22,25.99249
Pound Sterling,GBP,30.327144,29.658182,,2025-12-22,29.658182
US Dollar,USD,22.6296,22.2208,,2025-12-22,22.2208
Australian Dollar,AUD,15.143109,14.603528,,2025-12-22,14.514662
Botswana Pula,BWP,1.644148,1.554883,,2025-12-22,1.545421
Canadian Dollar,CAD,16.618768,16.025541,,2025-12-22,15.928022
Swiss Franc,CHF,28.811022,27.78513,,2025-12-22,27.616052
Danish Kroner,DKK,3.592676,3.464914,,2025-12-22,3.443829
Indian Rupee,INR,0.255393,0.246288,,2025-12-22,0.24479
Japanese Yen,JPY,0.144167,0.140961,,2025-12-22,0.140961
Namibia Dollar,NAD,1.364579,1.315928,,2025-12-22,1.30792
Norwegian Krone,NOK,2.254038,2.173602,,2025-12-22,2.160375
New Zealand Dollar,NZD,13.160055,12.613619,,2025-12-22,12.613619
Swedish Krona,SEK,2.46345,2.37552,,2025-12-22,2.361065
South African Rand,ZAR,1.351886,1.321573,,2025-12-22,1.321573
Euro,EUR,26.804344,26.210931,,2025-12-23,26.210931
Pound Sterling,GBP,30.65667,29.97192,,2025-12-23,29.97192
US Dollar,USD,22.76316,22.35224,,2025-12-23,22.35224
Australian Dollar,AUD,15.3108,14.765448,,2025-12-23,14.675598
Botswana Pula,BWP,1.640032,1.56408,,2025-12-23,1.554562
Canadian Dollar,CAD,16.749673,16.147282,,2025-12-23,16.049022
Swiss Franc,CHF,29.054175,28.012918,,2025-12-23,27.842454
Danish Kroner,DKK,3.624457,3.495335,,2025-12-23,3.474065
Indian Rupee,INR,0.257032,0.247872,,2025-12-23,0.246364
Japanese Yen,JPY,0.145128,0.14193,,2025-12-23,0.14193
Namibia Dollar,NAD,1.379373,1.330203,,2025-12-23,1.322108
Norwegian Krone,NOK,2.27554,2.194341,,2025-12-23,2.180988
New Zealand Dollar,NZD,13.339076,12.778767,,2025-12-23,12.778767
Swedish Krona,SEK,2.495088,2.406161,,2025-12-23,2.391519
South African Rand,ZAR,1.365973,1.335359,,2025-12-23,1.335359
Euro,EUR,26.820429,26.228813,,2025-12-24,26.228813
Pound Sterling,GBP,30.735537,30.057885,,2025-12-24,30.057885
US Dollar,USD,22.7304,22.32,,2025-12-24,22.32
Australian Dollar,AUD,15.380769,14.832891,,2025-12-24,14.74263
Botswana Pula,BWP,1.642271,1.561824,,2025-12-24,1.55232
Canadian Dollar,CAD,16.792728,16.193431,,2025-12-24,16.094891
Swiss Franc,CHF,29.148397,28.092947,,2025-12-24,27.921996
Danish Kroner,DKK,3.625916,3.49706,,2025-12-24,3.47578
Indian Rupee,INR,0.256713,0.247565,,2025-12-24,0.246058
Japanese Yen,JPY,0.145661,0.142451,,2025-12-24,0.142451
Namibia Dollar,NAD,1.377396,1.328292,,2025-12-24,1.320209
Norwegian Krone,NOK,2.283114,2.198886,,2025-12-24,2.185505
New Zealand Dollar,NZD,13.409583,12.848535,,2025-12-24,12.848535
Swedish Krona,SEK,2.500054,2.410706,,2025-12-24,2.396036
South African Rand,ZAR,1.364211,1.333433,,2025-12-24,1.333433
Euro,EUR,26.795589,26.202195,,2025-12-25,26.202195
Pound Sterling,GBP,30.7083,30.020014,,2025-12-25,30.020014
US Dollar,USD,22.69008,22.28032,,2025-12-25,22.28032
Australian Dollar,AUD,15.399406,14.846383,,2025-12-25,14.75604
Botswana Pula,BWP,1.650838,1.563477,,2025-12-25,1.553963
Canadian Dollar,CAD,16.789909,16.19301,,2025-12-25,16.094472
Swiss Franc,CHF,29.148407,28.089244,,2025-12-25,27.918316
Danish Kroner,DKK,3.62274,3.493983,,2025-12-25,3.472721
Indian Rupee,INR,0.255978,0.246786,,2025-12-25,0.245284
Japanese Yen,JPY,0.145719,0.142507,,2025-12-25,0.142507
Namibia Dollar,NAD,1.379778,1.330591,,2025-12-25,1.322494
Norwegian Krone,NOK,2.296181,2.214091,,2025-12-25,2.200618
New Zealand Dollar,NZD,13.404165,12.841101,,2025-12-25,12.841101
Swedish Krona,SEK,2.506545,2.417136,,2025-12-25,2.402428
South African Rand,ZAR,1.366292,1.33566,,2025-12-25,1.33566
Euro,EUR,26.756195,26.156924,,2025-12-26,26.156924
Pound Sterling,GBP,30.701412,30.022074,,2025-12-26,30.022074
US Dollar,USD,22.6548,22.2456,,2025-12-26,22.2456
Australian Dollar,AUD,15.366292,14.809981,,2025-12-26,14.71986
Botswana Pula,BWP,1.648272,1.56104,,2025-12-26,1.551541
